"혈액원별(1)","혈액원별(2)",성별(1),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"대한적십자사","인천",여,47753,11011,23.1,8245,17.3,465,1.0,104,0.2,609,1.3,1588,3.3,36742,76.9,967,2.0,35473,74.3,302,0.6,46516,10006,21.5,7106,15.3,452,1.0,75,0.2,797,1.7,1576,3.4,36510,78.5,1100,2.4,35306,75.9,104,0.2,46390,10309,22.2,7024,15.1,787,1.7,137,0.3,130,0.3,2231,4.8,36081,77.8,1039,2.2,35042,75.5,0,0.0,45691,4266,9.3,993,2.2,45,0.1,279,0.6,32,0.1,2917,6.4,41425,90.7,1756,3.8,39631,86.7,38,0.1,46915,4516,9.6,1338,2.9,206,0.4,257,0.5,231,0.5,2484,5.3,42399,90.4,2007,4.3,40266,85.8,126,0.3
"대한적십자사","울산",계,86261,33482,38.8,19986,23.2,2153,2.5,3953,4.6,515,0.6,6875,8.0,52779,61.2,673,0.8,52106,60.4,0,0.0,86711,31374,36.2,18465,21.3,2681,3.1,3848,4.4,307,0.4,6073,7.0,55337,63.8,809,0.9,54528,62.9,-,-,91599,34826,38.0,18323,20.0,3766,4.1,3851,4.2,207,0.2,8679,9.5,56773,62.0,1182,1.3,55591,60.7,0,0.0,82518,27912,33.8,7270,8.8,810,1.0,3559,4.3,264,0.3,16009,19.4,54606,66.2,1740,2.1,52866,64.1,-,-,83549,27786,33.3,10115,12.1,1302,1.6,3018,3.6,260,0.3,13091,15.7,55763,66.7,2075,2.5,53688,64.3,-,-
"대한적십자사","울산",남,65900,26406,40.1,14569,22.1,1636,2.5,3948,6.0,229,0.3,6024,9.1,39494,60.0,571,0.9,38923,59.1,0,0.0,66006,24193,36.7,13203,20.0,1946,2.9,3840,5.8,148,0.2,5056,7.7,41813,63.3,695,1.1,41118,62.3,-,-,68561,26594,38.8,13013,19.0,2500,3.6,3836,5.6,150,0.2,7095,10.3,41967,61.2,974,1.4,40993,59.8,0,0.0,63660,23243,36.5,5234,8.2,630,1.0,3484,5.5,166,0.3,13729,21.6,40417,63.5,1367,2.1,39050,61.3,-,-,63842,22091,34.6,7213,11.3,877,1.4,2995,4.7,190,0.3,10816,16.9,41751,65.4,1602,2.5,40149,62.9,-,-
"대한적십자사","울산",여,20361,7076,34.8,5417,26.6,517,2.5,5,0.0,286,1.4,851,4.2,13285,65.2,102,0.5,13183,64.7,0,0.0,20705,7181,34.7,5262,25.4,735,3.5,8,-,159,0.8,1017,4.9,13524,65.3,114,0.6,13410,64.8,-,-,23038,8232,35.7,5310,23.0,1266,5.5,15,0.1,57,0.2,1584,6.9,14806,64.3,208,0.9,14598,63.4,0,0.0,18858,4669,24.8,2036,10.8,180,1.0,75,0.4,98,0.5,2280,12.1,14189,75.2,373,2.0,13816,73.3,-,-,19707,5695,28.9,2902,14.7,425,2.2,23,0.1,70,0.4,2275,11.5,14012,71.1,473,2.4,13539,68.7,-,-
"대한적십자사","경기",계,210813,72313,34.3,26166,12.4,8539,4.1,21495,10.2,564,0.3,15549,7.4,138500,65.7,7339,3.5,131161,62.2,0,0.0,203912,59977,29.4,19484,9.6,5709,2.8,18670,9.2,463,0.2,15651,7.7,143935,70.6,6694,3.3,137241,67.3,-,-,211170,63691,30.2,22529,10.7,7827,3.7,16545,7.8,474,0.2,16316,7.7,147479,69.8,5729,2.7,141750,67.1,0,0.0,225902,52897,23.4,5340,2.4,1204,0.5,22743,10.1,117,0.1,23493,10.4,173005,76.6,6041,2.7,166964,73.9,-,-,225736,44700,19.8,5676,2.5,1601,0.7,16976,7.5,452,0.2,19995,8.9,181036,80.2,4388,1.9,176648,78.3,-,-
"대한적십자사","경기",남,159730,57356,35.9,17977,11.3,5359,3.4,21311,13.3,114,0.1,12595,7.9,102374,64.0,5658,3.5,96716,60.5,0,0.0,156393,48638,31.1,13471,8.6,3805,2.4,18486,11.8,103,0.1,12773,8.2,107755,68.9,5270,3.4,102485,65.5,-,-,158935,49067,30.9,14819,9.3,5126,3.2,16307,10.3,89,0.1,12726,8.0,109868,69.1,4434,2.8,105434,66.3,0,0.0,171193,43950,25.7,4044,2.4,898,0.5,22272,13.0,60,-,16676,9.7,127243,74.3,4634,2.7,122609,71.6,-,-,168602,35777,21.2,4019,2.4,1005,0.6,16454,9.8,195,0.1,14104,8.4,132825,78.8,3440,2.0,129385,76.7,-,-
"대한적십자사","경기",여,51083,14957,29.3,8189,16.0,3180,6.2,184,0.4,450,0.9,2954,5.8,36126,70.7,1681,3.3,34445,67.4,0,0.0,47519,11339,23.9,6013,12.7,1904,4.0,184,0.4,360,0.8,2878,6.1,36180,76.1,1424,3.0,34756,73.1,-,-,52235,14624,28.0,7710,14.8,2701,5.2,238,0.5,385,0.7,3590,6.9,37611,72.0,1295,2.5,36316,69.5,0,0.0,54709,8947,16.4,1296,2.4,306,0.6,471,0.9,57,0.1,6817,12.5,45762,83.6,1407,2.6,44355,81.1,-,-,57134,8923,15.6,1657,2.9,596,1.0,522,0.9,257,0.4,5891,10.3,48211,84.4,948,1.7,47263,82.7,-,-
"대한적십자사","강원",계,154964,86520,55.8,14079,9.1,2549,1.6,65043,42.0,194,0.1,4655,3.0,68444,44.1,2062,1.3,66382,42.8,0,0.0,161359,91438,56.7,14313,8.9,2798,1.7,69425,43.0,160,0.1,4742,2.9,69921,43.3,2720,1.7,67201,41.6,-,-,153606,84589,55.1,14245,9.3,3148,2.0,61185,39.8,108,0.1,5903,3.8,69017,44.9,2812,1.8,66197,43.1,8,0.0,140670,71802,51.0,2812,2.0,487,0.3,58496,41.6,63,-,9944,7.1,68868,49.0,3880,2.8,64981,46.2,7,-,134293,67139,50.0,3602,2.7,953,0.7,53655,40.0,311,0.2,8618,6.4,67154,50.0,3644,2.7,63510,47.3,-,-
"대한적십자사","강원",남,127367,78407,61.6,8730,6.9,1562,1.2,64662,50.8,51,0.0,3402,2.7,48960,38.4,1662,1.3,47298,37.1,0,0.0,134733,83415,61.9,9248,6.9,1657,1.2,69072,51.3,39,-,3399,2.5,51318,38.1,2179,1.6,49139,36.5,-,-,127408,75777,59.5,8952,7.0,1940,1.5,60721,47.7,35,0.0,4129,3.2,51631,40.5,2239,1.8,49390,38.8,2,0.0,117333,66876,57.0,1956,1.7,338,0.3,57680,49.2,37,-,6865,5.9,50457,43.0,3075,2.6,47376,40.4,6,-,110113,61645,56.0,2336,2.1,603,0.5,52760,47.9,164,0.1,5782,5.3,48468,44.0,2946,2.7,45522,41.3,-,-
"대한적십자사","강원",여,27597,8113,29.4,5349,19.4,987,3.6,381,1.4,143,0.5,1253,4.5,19484,70.6,400,1.4,19084,69.2,0,0.0,26626,8023,30.1,5065,19.0,1141,4.3,353,1.3,121,0.5,1343,5.0,18603,69.9,541,2.0,18062,67.8,-,-,26198,8812,33.6,5293,20.2,1208,4.6,464,1.8,73,0.3,1774,6.8,17386,66.4,573,2.2,16807,64.2,6,0.0,23337,4926,21.1,856,3.7,149,0.6,816,3.5,26,0.1,3079,13.2,18411,78.9,805,3.4,17605,75.4,1,-,24180,5494,22.7,1266,5.2,350,1.4,895,3.7,147,0.6,2836,11.7,18686,77.3,698,2.9,17988,74.4,-,-
"대한적십자사","충북",계,95644,40270,42.1,15955,16.7,3315,3.5,13397,14.0,547,0.6,7056,7.4,55374,57.9,756,0.8,54618,57.1,0,0.0,93808,39416,42.0,14001,14.9,4550,4.9,12423,13.2,419,0.4,8023,8.6,54392,58.0,733,0.8,53659,57.2,-,-,94251,43708,46.4,15206,16.1,6025,6.4,12155,12.9,787,0.8,9535,10.1,50543,53.6,812,0.9,49731,52.8,0,0.0,85748,34894,40.7,5280,6.2,1538,1.8,13629,15.9,156,0.2,14291,16.7,50854,59.3,1177,1.4,49677,57.9,-,-,84573,34594,40.9,8152,9.6,2010,2.4,11806,14.0,118,0.1,12508,14.8,49979,59.1,1686,2.0,48238,57.0,55,0.1
"대한적십자사","충북",남,71989,31600,43.9,10102,14.0,2118,2.9,13308,18.5,174,0.2,5898,8.2,40389,56.1,627,0.9,39762,55.2,0,0.0,71508,31149,43.6,9153,12.8,2871,4.0,12353,17.3,99,0.1,6673,9.3,40359,56.4,630,0.9,39729,55.6,-,-,70263,33173,47.2,9631,13.7,3596,5.1,12017,17.1,232,0.3,7697,11.0,37090,52.8,675,1.0,36415,51.8,0,0.0,65938,28523,43.3,3480,5.3,1044,1.6,13423,20.4,90,0.1,10486,15.9,37415,56.7,934,1.4,36481,55.3,-,-,63824,27459,43.0,5605,8.8,1215,1.9,11627,18.2,84,0.1,8928,14.0,36365,57.0,1301,2.0,35024,54.9,40,0.1
"대한적십자사","충북",여,23655,8670,36.7,5853,24.7,1197,5.1,89,0.4,373,1.6,1158,4.9,14985,63.3,129,0.5,14856,62.8,0,0.0,22300,8267,37.1,4848,21.7,1679,7.5,70,0.3,320,1.4,1350,6.1,14033,62.9,103,0.5,13930,62.5,-,-,23988,10535,43.9,5575,23.2,2429,10.1,138,0.6,555,2.3,1838,7.7,13453,56.1,137,0.6,13316,55.5,0,0.0,19810,6371,32.2,1800,9.1,494,2.5,206,1.0,66,0.3,3805,19.2,13439,67.8,243,1.2,13196,66.6,-,-,20749,7135,34.4,2547,12.3,795,3.8,179,0.9,34,0.2,3580,17.3,13614,65.6,385,1.9,13214,63.7,15,0.1
"대한적십자사","대전·세종·충남",계,241112,88179,36.6,36675,15.2,11126,4.6,27515,11.4,330,0.1,12533,5.2,152933,63.4,1972,0.8,150961,62.6,0,0.0,248323,93742,37.8,38233,15.4,13518,5.4,27573,11.1,396,0.2,14022,5.6,154581,62.2,1864,0.8,152717,61.5,-,-,248778,92857,37.3,38129,15.3,14094,5.7,24173,9.7,525,0.2,15936,6.4,155921,62.7,1732,0.7,154189,62.0,0,0.0,238825,72398,30.3,11214,4.7,3607,1.5,26412,11.1,260,0.1,30905,12.9,166427,69.7,1774,0.7,164653,68.9,-,-,233429,70072,30.0,18764,8.0,6555,2.8,20013,8.6,343,0.1,24397,10.5,163357,70.0,1851,0.8,161491,69.2,15,0.0
"대한적십자사","대전·세종·충남",남,173478,69317,40.0,24624,14.2,7167,4.1,27233,15.7,80,0.0,10213,5.9,104161,60.1,1670,1.0,102491,59.1,0,0.0,178680,71624,40.1,24418,13.7,8663,4.8,27183,15.2,80,-,11280,6.3,107056,59.9,1551,0.9,105505,59.0,-,-,176499,68965,39.1,24108,13.7,8633,4.9,23867,13.5,142,0.1,12215,6.9,107534,60.9,1454,0.8,106080,60.1,0,0.0,171640,56317,32.8,7335,4.3,2337,1.4,25805,15.0,152,0.1,20688,12.1,115323,67.2,1513,0.9,113810,66.3,-,-,166881,53300,31.9,12712,7.6,4048,2.4,19600,11.7,189,0.1,16751,10.0,113581,68.1,1475,0.9,112099,67.2,7,0.0
"대한적십자사","대전·세종·충남",여,67634,18862,27.9,12051,17.8,3959,5.9,282,0.4,250,0.4,2320,3.4,48772,72.1,302,0.4,48470,71.7,0,0.0,69643,22118,31.8,13815,19.8,4855,7.0,390,0.6,316,0.5,2742,3.9,47525,68.2,313,0.4,47212,67.8,-,-,72279,23892,33.1,14021,19.4,5461,7.6,306,0.4,383,0.5,3721,5.1,48387,66.9,278,0.4,48109,66.6,0,0.0,67185,16081,23.9,3879,5.8,1270,1.9,607,0.9,108,0.2,10217,15.2,51104,76.1,261,0.4,50843,75.7,-,-,66548,16772,25.2,6052,9.1,2507,3.8,413,0.6,154,0.2,7646,11.5,49776,74.8,376,0.6,49392,74.2,8,0.0
"대한적십자사","전북",계,114218,51646,45.2,20622,18.1,4330,3.8,18839,16.5,363,0.3,7492,6.6,62572,54.7,624,0.5,60796,53.2,1152,1.0,108582,51098,47.1,20957,19.3,3693,3.4,18417,17.0,573,0.5,7458,6.9,57484,52.9,728,0.7,55824,51.4,932,0.9,108903,48261,44.3,21421,19.7,3395,3.1,15161,13.9,370,0.3,7914,7.3,60642,55.7,777,0.7,58955,54.1,910,0.8,102770,37785,36.8,12482,12.1,310,0.3,14700,14.3,85,0.1,10208,9.9,64985,63.2,1003,1.0,62072,60.4,1910,1.9,102915,39971,38.8,15638,15.2,854,0.8,15320,14.9,168,0.2,7991,7.8,62944,61.2,1315,1.3,59401,57.7,2228,2.2
"대한적십자사","전북",남,87191,42818,49.1,14477,16.6,2813,3.2,18721,21.5,129,0.1,6678,7.7,44373,50.9,537,0.6,42903,49.2,933,1.1,82490,41607,50.4,14388,17.4,2258,2.7,18285,22.2,201,0.2,6475,7.8,40883,49.6,632,0.8,39484,47.9,767,0.9,81328,38270,47.1,14513,17.8,2061,2.5,14930,18.4,179,0.2,6587,8.1,43058,52.9,668,0.8,41686,51.3,704,0.9,76352,31146,40.8,8998,11.8,233,0.3,14442,18.9,41,0.1,7432,9.7,45206,59.2,763,1.0,43132,56.5,1311,1.7,76286,31756,41.6,10308,13.5,519,0.7,15036,19.7,110,0.1,5783,7.6,44530,58.4,1032,1.4,41871,54.9,1627,2.1
"대한적십자사","전북",여,27027,8828,32.7,6145,22.7,1517,5.6,118,0.4,234,0.9,814,3.0,18199,67.3,87,0.3,17893,66.2,219,0.8,26092,9491,36.4,6569,25.2,1435,5.5,132,0.5,372,1.4,983,3.8,16601,63.6,96,0.4,16340,62.6,165,0.6,27575,9991,36.2,6908,25.1,1334,4.8,231,0.8,191,0.7,1327,4.8,17584,63.8,109,0.4,17269,62.6,206,0.7,26418,6639,25.1,3484,13.2,77,0.3,258,1.0,44,0.2,2776,10.5,19779,74.9,240,0.9,18940,71.7,599,2.3,26629,8215,30.8,5330,20.0,335,1.3,284,1.1,58,0.2,2208,8.3,18414,69.2,283,1.1,17530,65.8,601,2.3
"대한적십자사","광주·전남",계,220266,68924,31.3,34034,15.5,9138,4.1,10663,4.8,925,0.4,14164,6.4,151342,68.7,160,0.1,151180,68.6,2,0.0,206743,61765,29.9,29612,14.3,8795,4.3,8700,4.2,823,0.4,13835,6.7,144978,70.1,186,0.1,144792,70.0,-,-,206605,63796,30.9,32618,15.8,8603,4.2,6931,3.4,1128,0.5,14516,7.0,142809,69.1,272,0.1,142537,69.0,0,0.0,183153,43405,23.7,10267,5.6,769,0.4,8749,4.8,619,0.3,23001,12.6,139748,76.3,507,0.3,139241,76.0,-,-,185298,48960,26.4,17632,9.5,3637,2.0,7572,4.1,342,0.2,19777,10.7,136338,73.6,1268,0.7,135027,72.9,43,0.0
"대한적십자사","광주·전남",남,147667,48867,33.1,21714,14.7,5082,3.4,10553,7.1,353,0.2,11165,7.6,98800,66.9,138,0.1,98660,66.8,2,0.0,141168,44151,31.3,19262,13.6,4624,3.3,8621,6.1,308,0.2,11336,8.0,97017,68.7,167,0.1,96850,68.6,-,-,141682,44348,31.3,21001,14.8,4473,3.2,6858,4.8,402,0.3,11614,8.2,97334,68.7,231,0.2,97103,68.5,0,0.0,127499,32488,25.5,6487,5.1,528,0.4,8520,6.7,362,0.3,16591,13.0,95011,74.5,395,0.3,94616,74.2,-,-,127598,34760,27.2,10977,8.6,1982,1.6,7327,5.7,160,0.1,14314,11.2,92838,72.8,964,0.8,91852,72.0,22,0.0
"대한적십자사","광주·전남",여,72599,20057,27.6,12320,17.0,4056,5.6,110,0.2,572,0.8,2999,4.1,52542,72.3,22,0.0,52520,72.3,0,0.0,65575,17614,26.9,10350,15.8,4171,6.4,79,0.1,515,0.8,2499,3.8,47961,73.1,19,-,47942,73.1,-,-,64923,19448,30.0,11617,17.9,4130,6.4,73,0.1,726,1.1,2902,4.5,45475,70.0,41,0.1,45434,70.0,0,0.0,55654,10917,19.6,3780,6.8,241,0.4,229,0.4,257,0.5,6410,11.5,44737,80.4,112,0.2,44625,80.2,-,-,57700,14200,24.6,6655,11.5,1655,2.9,245,0.4,182,0.3,5463,9.5,43500,75.4,304,0.5,43175,74.8,21,0.0
"대한적십자사","경남",계,130495,56772,43.5,25080,19.2,4777,3.7,16192,12.4,509,0.4,10214,7.8,73723,56.5,922,0.7,69721,53.4,3080,2.4,134719,59008,43.8,26416,19.6,4872,3.6,15615,11.6,607,0.5,11498,8.5,75711,56.2,1005,0.7,72182,53.6,2524,1.9,132957,59557,44.8,26940,20.3,5332,4.0,16969,12.8,75,0.1,10241,7.7,73400,55.2,1088,0.8,70878,53.3,1434,1.1,131089,48577,37.1,9675,7.4,1627,1.2,19897,15.2,35,-,17343,13.2,82512,62.9,1310,1.0,81202,61.9,-,-,124647,43490,34.9,10604,8.5,3600,2.9,15406,12.4,42,0.0,13838,11.1,81157,65.1,1355,1.1,79802,64.0,-,-
"대한적십자사","경남",남,101365,46674,46.0,18244,18.0,3349,3.3,16057,15.8,114,0.1,8910,8.8,54691,53.9,726,0.7,51628,50.9,2337,2.3,102900,47106,45.8,18350,17.8,3370,3.3,15409,15.0,164,0.2,9813,9.5,55794,54.2,785,0.8,53065,51.6,1944,1.9,101395,46950,46.3,18809,18.6,3512,3.5,16531,16.3,46,0.0,8052,7.9,54445,53.7,850,0.8,52525,51.8,1070,1.1,100405,40724,40.6,7088,7.1,1288,1.3,19380,19.3,20,-,12948,12.9,59681,59.4,1001,1.0,58680,58.4,-,-,95004,35333,37.2,7524,7.9,2499,2.6,15070,15.9,13,0.0,10227,10.8,59671,62.8,1050,1.1,58621,61.7,-,-
"대한적십자사","경남",여,29130,10098,34.7,6836,23.5,1428,4.9,135,0.5,395,1.4,1304,4.5,19032,65.4,196,0.7,18093,62.1,743,2.6,31819,11902,37.4,8066,25.3,1502,4.7,206,0.6,443,1.4,1685,5.3,19917,62.6,220,0.7,19117,60.1,580,1.8,31562,12607,39.9,8131,25.8,1820,5.8,438,1.4,29,0.1,2189,6.9,18955,60.1,238,0.8,18353,58.1,364,1.2,30684,7853,25.6,2587,8.4,339,1.1,517,1.7,15,-,4395,14.3,22831,74.4,309,1.0,22522,73.4,-,-,29643,8157,27.5,3080,10.4,1101,3.7,336,1.1,29,0.1,3611,12.2,21486,72.5,305,1.0,21181,71.5,-,-
"대한적십자사","제주",계,37804,15585,41.2,6904,18.3,1526,4.0,2148,5.7,181,0.5,4826,12.8,22219,58.8,1687,4.5,20532,54.3,0,0.0,34264,14793,43.2,7625,22.3,1351,3.9,1773,5.2,169,0.5,3875,11.3,19471,56.8,1518,4.4,17953,52.4,-,-,35973,14459,40.2,7421,20.6,1371,3.8,2048,5.7,233,0.6,3386,9.4,21514,59.8,1805,5.0,19709,54.8,0,0.0,41673,12818,30.8,4522,10.9,456,1.1,2063,5.0,79,0.2,5698,13.7,28855,69.2,3134,7.5,25721,61.7,-,-,42035,12761,30.4,5523,13.1,746,1.8,2323,5.5,58,0.1,4111,9.8,29274,69.6,4176,9.9,25098,59.7,-,-
"대한적십자사","제주",남,25714,11166,43.4,4152,16.1,836,3.3,2137,8.3,102,0.4,3939,15.3,14548,56.6,1354,5.3,13194,51.3,0,0.0,24219,10708,44.2,5043,20.8,767,3.2,1754,7.2,93,0.4,3051,12.6,13511,55.8,1219,5.0,12292,50.8,-,-,24651,9827,39.9,4580,18.6,736,3.0,2030,8.2,107,0.4,2374,9.6,14824,60.1,1433,5.8,13391,54.3,0,0.0,29017,9641,33.2,3316,11.4,263,0.9,2009,6.9,53,0.2,4000,13.8,19376,66.8,2364,8.1,17012,58.6,-,-,29466,9667,32.8,4176,14.2,433,1.5,2278,7.7,36,0.1,2744,9.3,19799,67.2,3097,10.5,16702,56.7,-,-
"대한적십자사","제주",여,12090,4419,36.6,2752,22.8,690,5.7,11,0.1,79,0.7,887,7.3,7671,63.5,333,2.8,7338,60.7,0,0.0,10045,4085,40.7,2582,25.7,584,5.8,19,0.2,76,0.8,824,8.2,5960,59.3,299,3.0,5661,56.4,-,-,11322,4632,40.9,2841,25.1,635,5.6,18,0.2,126,1.1,1012,8.9,6690,59.1,372,3.3,6318,55.8,0,0.0,12656,3177,25.1,1206,9.5,193,1.5,54,0.4,26,0.2,1698,13.4,9479,74.9,770,6.1,8709,68.8,-,-,12569,3094,24.6,1347,10.7,313,2.5,45,0.4,22,0.2,1367,10.9,9475,75.4,1079,8.6,8396,66.8,-,-
"대한적십자사 외","소계",계,213851,36312,17.0,9505,4.4,8213,3.8,3852,1.8,2984,1.4,11758,5.5,177539,83.0,3791,1.8,169854,79.4,3894,1.8,201659,29304,14.5,8435,4.2,6392,3.2,794,0.4,2414,1.2,11269,5.6,172355,85.5,3211,1.6,166354,82.5,2790,1.4,177191,25024,14.1,5316,3.0,6489,3.7,0,0.0,2117,1.2,11102,6.3,152167,85.9,2419,1.4,146618,82.7,3130,1.8,176191,14743,8.4,625,0.4,650,0.4,-,-,1962,1.1,11506,6.5,161448,91.6,1918,1.1,150684,85.5,8846,5.0,177658,20311,11.4,1769,1.0,2099,1.2,-,-,6037,3.4,10406,5.9,157347,88.6,1803,1.0,148553,83.6,6991,3.9
"대한적십자사 외","소계",남,143380,27372,19.1,6722,4.7,5680,4.0,3820,2.7,1925,1.3,9225,6.4,116008,80.9,2350,1.6,111258,77.6,2400,1.7,134139,21082,15.7,5714,4.3,4254,3.2,789,0.6,1472,1.1,8853,6.6,113057,84.3,1859,1.4,109459,81.6,1739,1.3,127334,19001,14.9,3765,3.0,4788,3.8,0,0.0,1509,1.2,8939,7.0,108333,85.1,1580,1.2,104577,82.1,2176,1.7,123326,11653,9.4,445,0.4,472,0.4,-,-,1271,1.0,9465,7.7,111673,90.6,1373,1.1,104928,85.1,5372,4.4,123175,14883,12.1,1303,1.1,1298,1.1,-,-,3626,2.9,8656,7.0,108292,87.9,1385,1.1,102810,83.5,4097,3.3
"대한적십자사 외","소계",여,70471,8940,12.7,2783,3.9,2533,3.6,32,0.0,1059,1.5,2533,3.6,61531,87.2,1441,2.0,58596,83.1,1494,2.1,67520,8222,12.2,2721,4.0,2138,3.2,5,-,942,1.4,2416,3.6,59298,87.8,1352,2.0,56895,84.3,1051,1.6,49857,6023,12.1,1551,3.1,1701,3.4,0,0.0,608,1.2,2163,4.3,43834,87.9,839,1.7,42041,84.3,954,1.9,52865,3090,5.8,180,0.3,178,0.3,-,-,691,1.3,2041,3.9,49775,94.2,545,1.0,45756,86.6,3474,6.6,54483,5428,10.0,466,0.9,801,1.5,-,-,2411,4.4,1750,3.2,49055,90.0,418,0.8,45743,84.0,2894,5.3
